121,1.2.225.1.5.3.0     # Eagle F-15C
122,1.2.225.1.6.1.0     # Fighter Interceptor
130,2.1.225.1.1.3.1	    # Sidewinder AIM-9L
131,2.1.225.1.13.2.0	  # Sparrow AIM-7M
